station_id,station_name,latitude,longitude
5,State St & Harrison St,41.87395806000000000,-87.62773949000000000
13,Wilton Ave & Diversey Pkwy,41.93250008000000000,-87.65268082000000000
14,Morgan St & 18th St,41.85808600000000000,-87.65107300000000000
15,Racine Ave & 18th St,41.85818061000000000,-87.65648665000000000
16,Wood St & North Ave,41.91032900000000000,-87.67251600000000000
17,Wood St & Division St,41.90332000000000000,-87.67273000000000000
19,Loomis St & Taylor St,41.86941700000000000,-87.66099600000000000
20,Sheffield Ave & Kingsbury St,41.90959193000000000,-87.65349723000000000
21,Aberdeen St & Jackson Blvd,41.87772613000000000,-87.65478743000000000
22,May St & Taylor St,41.86948210000000000,-87.65548640000000000
23,Orleans St & Elm St,41.90292400000000000,-87.63771500000000000
24,Fairbanks Ct & Grand Ave,41.89186000000000000,-87.62062000000000000
25,Michigan Ave & Pearson St,41.89766000000000000,-87.62351000000000000
26,McClurg Ct & Illinois St,41.89102000000000000,-87.61730000000000000
27,Larrabee St & North Ave,41.91021000000000000,-87.64350000000000000
28,Larrabee St & Menomonee St,41.91468000000000000,-87.64332000000000000
29,Noble St & Milwaukee Ave,41.90068000000000000,-87.66260000000000000
30,Ashland Ave & Augusta Blvd,41.89964300000000000,-87.66770000000000000
31,Franklin St & Chicago Ave,41.89680204000000000,-87.63563839000000000
32,Racine Ave & Congress Pkwy,41.87464000000000000,-87.65703000000000000
33,State St & Van Buren St,41.87718100000000000,-87.62784400000000000
34,Cannon Dr & Fullerton Ave,41.92675599000000000,-87.63442878000000000
35,Streeter Dr & Illinois St,41.89107100000000000,-87.61220000000000000
36,Franklin St & Jackson Blvd,41.87770796000000000,-87.63532114000000000
37,Dearborn St & Adams St,41.87935636000000000,-87.62979104000000000
42,Wabash Ave & Cermak Rd,41.85323876000000000,-87.62533709000000000
43,Michigan Ave & Washington St,41.88389277000000000,-87.62464914000000000
44,State St & Randolph St,41.88473020000000000,-87.62773357000000000
45,Michigan Ave & Congress Pkwy,41.87606560000000000,-87.62443336000000000
46,Wells St & Walton St,41.89993001000000000,-87.63443007000000000
47,State St & Kinzie St,41.88918000000000000,-87.62770000000000000
48,Larrabee St & Kingsbury St,41.89776400000000000,-87.64288400000000000
49,Dearborn St & Monroe St,41.88131982000000000,-87.62952092000000000
50,Clark St & Congress Pkwy,41.87593267000000000,-87.63058454000000000
51,Clark St & Randolph St,41.88457623000000000,-87.63188991000000000
52,Michigan Ave & Lake St,41.88605812000000000,-87.62428934000000000
53,Wells St & Erie St,41.89383200000000000,-87.63419500000000000
54,Ogden Ave & Chicago Ave,41.89636246000000000,-87.65406127000000000
55,Halsted St & James M Rochford St,41.86586100000000000,-87.64661100000000000
56,Desplaines St & Kinzie St,41.88871604000000000,-87.64444785000000000
57,Clinton St & Roosevelt Rd,41.86711778000000000,-87.64108796000000000
58,Ashland Ave & Armitage Ave,41.91785887000000000,-87.66891900000000000
59,Wabash Ave & Roosevelt Rd,41.86717300000000000,-87.62595501000000000
60,Dayton St & North Ave,41.91057803000000000,-87.64942193000000000
61,Wood St & Milwaukee Ave,41.90765500000000000,-87.67255200000000000
62,McCormick Place,41.85137517000000000,-87.61883465000000000
66,Clinton St & Lake St,41.88583274000000000,-87.64138231000000000
67,Sheffield Ave & Fullerton Ave,41.92560188000000000,-87.65370804000000000
68,Clinton St & Tilden St,41.87588500000000000,-87.64079500000000000
69,Damen Ave & Pierce Ave,41.90939601000000000,-87.67769193000000000
71,Morgan St & Lake St,41.88548331000000000,-87.65230486000000000
72,State St & 16th St,41.86012138000000000,-87.62772919000000000
73,Jefferson St & Monroe St,41.88042200000000000,-87.64274600000000000
74,Kingsbury St & Erie St,41.89384315000000000,-87.64185116000000000
75,Canal St & Jackson Blvd,41.87811421000000000,-87.63997112000000000
76,Lake Shore Dr & Monroe St,41.88105000000000000,-87.61697000000000000
77,Clinton St & Madison St,41.88158240000000000,-87.64127743000000000
80,Aberdeen St & Madison St,41.88148700000000000,-87.65475200000000000
81,Daley Center Plaza,41.88433700000000000,-87.63018300000000000
84,Green St & Milwaukee Ave,41.89173300000000000,-87.64872700000000000
85,Michigan Ave & Oak St,41.90096039000000000,-87.62377664000000000
86,Eckhart Park,41.89637337000000000,-87.66098386000000000
87,Racine Ave & Fullerton Ave,41.92556258000000000,-87.65840426000000000
88,May St & Randolph St,41.88397000000000000,-87.65568800000000000
90,Millennium Park,41.88103170000000000,-87.62408432000000000
91,Clinton St & Washington Blvd,41.88338000000000000,-87.64117000000000000
92,Carpenter St & Huron St,41.89455600000000000,-87.65344900000000000
93,Sheffield Ave & Willow St,41.91368800000000000,-87.65285500000000000
94,Lincoln Ave & Armitage Ave,41.91827300000000000,-87.63811600000000000
97,Museum Campus,41.86521200000000000,-87.61775900000000000
98,LaSalle St & Washington St,41.88266400000000000,-87.63253000000000000
99,Lake Shore Dr & Ohio St,41.89257000000000000,-87.61449200000000000
100,Orleans St & Merchandise Mart Plaza,41.88824300000000000,-87.63639000000000000
106,State St & Pearson St,41.89744800000000000,-87.62872200000000000
108,Halsted St & Polk St,41.87184000000000000,-87.64664000000000000
109,900 W Harrison,41.87450000000000000,-87.64980000000000000
110,State St & Erie St,41.89397500000000000,-87.62862300000000000
111,Sedgwick St & Huron St,41.89466600000000000,-87.63843700000000000
112,Green St & Randolph St,41.88407800000000000,-87.64868400000000000
113,Bissell St & Armitage Ave,41.91844000000000000,-87.65222000000000000
114,Sheffield Ave & Addison St,41.94688000000000000,-87.65445000000000000
115,Sheffield Ave & Wellington Ave,41.93625300000000000,-87.65356600000000000
116,Western Ave & Winnebago Ave,41.91553300000000000,-87.68705100000000000
117,Wilton Ave & Belmont Ave,41.94018000000000000,-87.65304000000000000
118,Sedgwick St & North Ave,41.91057900000000000,-87.63861800000000000
119,Ashland Ave & Lake St,41.88541000000000000,-87.66732000000000000
120,Wentworth Ave & Archer Ave,41.85456400000000000,-87.63193700000000000
121,Blackstone Ave & Hyde Park Blvd,41.80256200000000000,-87.59036800000000000
122,Ogden Ave & Congress Pkwy,41.87501000000000000,-87.67328000000000000
123,California Ave & Milwaukee Ave,41.92269500000000000,-87.69715300000000000
124,Damen Ave & Cullerton St,41.85504800000000000,-87.67572600000000000
126,Clark St & North Ave,41.91179100000000000,-87.63184100000000000
127,Lincoln Ave & Fullerton Ave,41.92590500000000000,-87.64926000000000000
128,Damen Ave & Chicago Ave,41.89576900000000000,-87.67722000000000000
129,Blue Island Ave & 18th St,41.85755600000000000,-87.66153500000000000
130,Damen Ave & Division St,41.90331000000000000,-87.67695000000000000
131,Lincoln Ave & Belmont Ave,41.93936500000000000,-87.66838500000000000
132,Wentworth Ave & 24th St,41.84923700000000000,-87.63171500000000000
134,Peoria St & Jackson Blvd,41.87774900000000000,-87.64963300000000000
135,Halsted St & 21st St,41.85378000000000000,-87.64665000000000000
136,Racine Ave & 13th St,41.86505400000000000,-87.65695900000000000
137,Morgan Ave & 14th Pl,41.86237800000000000,-87.65106200000000000
138,Clybourn Ave & Division St,41.90450900000000000,-87.64050000000000000
140,Dearborn Pkwy & Delaware Pl,41.89900700000000000,-87.62992800000000000
141,Clark St & Lincoln Ave,41.91568900000000000,-87.63460000000000000
143,Sedgwick St & Webster Ave,41.92197000000000000,-87.63854000000000000
144,Larrabee St & Webster Ave,41.92175000000000000,-87.64401000000000000
146,Loomis St & Jackson Blvd,41.87794500000000000,-87.66200700000000000
147,Indiana Ave & 26th St,41.84570000000000000,-87.62248000000000000
148,State St & 33rd St,41.83473400000000000,-87.62581300000000000
149,Calumet Ave & 33rd St,41.83490000000000000,-87.61793000000000000
150,Fort Dearborn Dr & 31st St,41.83855600000000000,-87.60821800000000000
152,Lincoln Ave & Diversey Pkwy,41.93222500000000000,-87.65861700000000000
153,Southport Ave & Wellington Ave,41.93584000000000000,-87.66370000000000000
154,Southport Ave & Belmont Ave,41.93949000000000000,-87.66378000000000000
156,Clark St & Wellington Ave,41.93649682000000000,-87.64753866000000000
157,Lake Shore Dr & Wellington Ave,41.93666900000000000,-87.63679400000000000
158,Milwaukee Ave & Wabansia Ave,41.91261600000000000,-87.68139100000000000
159,Claremont Ave & Hirsch St,41.90778100000000000,-87.68585400000000000
160,Campbell Ave & North Ave,41.91053500000000000,-87.68955600000000000
162,Damen Ave & Wellington Ave,41.93588000000000000,-87.67842000000000000
163,Paulina St & Diversey Pkwy,41.93186000000000000,-87.67079000000000000
164,Franklin St & Lake St,41.88583700000000000,-87.63550000000000000
165,Clark St & Waveland Ave,41.94893000000000000,-87.65775000000000000
166,Ashland Ave & Wrightwood Ave,41.92883000000000000,-87.66850700000000000
167,Damen Ave & Coulter St,41.84920000000000000,-87.67564000000000000
168,Michigan Ave & 14th St,41.86405900000000000,-87.62372700000000000
169,Canal St & Harrison St,41.87433700000000000,-87.63956600000000000
170,Clinton St & 18th St,41.85795000000000000,-87.64082600000000000
171,May St & Cullerton St,41.85513600000000000,-87.65412700000000000
173,Mies van der Rohe Way & Chicago Ave,41.89691000000000000,-87.62174300000000000
174,Canal St & Madison St,41.88209100000000000,-87.63983300000000000
175,Wells St & Polk St,41.87237300000000000,-87.63352300000000000
176,Clark St & Elm St,41.90323300000000000,-87.63125300000000000
177,Theater on the Lake,41.92627700000000000,-87.63083400000000000
178,State St & 19th St,41.85659400000000000,-87.62754200000000000
179,Martin Luther King Dr & Oakwood Blvd,41.82256000000000000,-87.61615000000000000
181,LaSalle St & Illinois St,41.89074900000000000,-87.63206000000000000
183,Damen Ave & Augusta Blvd,41.89971400000000000,-87.67723400000000000
184,State St & 35th St,41.83104000000000000,-87.62688000000000000
185,Stave St & Armitage Ave,41.91774100000000000,-87.69139200000000000
186,Ogden Ave & Race Ave,41.89179500000000000,-87.65875100000000000
188,Greenview Ave & Fullerton Ave,41.92533000000000000,-87.66580000000000000
190,Southport Ave & Wrightwood Ave,41.92888000000000000,-87.66317000000000000
191,Canal St & Monroe St,41.88070000000000000,-87.63947000000000000
192,Canal St & Adams St,41.87923000000000000,-87.64001500000000000
193,State St & 29th St,41.84170700000000000,-87.62693800000000000
194,State St & Wacker Dr,41.88715500000000000,-87.62775000000000000
195,Columbus Dr & Randolph St,41.88530000000000000,-87.62077000000000000
196,Cityfront Plaza & N Water St,41.88987500000000000,-87.62199400000000000
197,Michigan Ave & Madison St,41.88213400000000000,-87.62512500000000000
198,Halsted St & Madison St,41.88175000000000000,-87.64780000000000000
199,Wabash Ave & Grand Ave,41.89173800000000000,-87.62693700000000000
200,King Dr & 47th St,41.80985100000000000,-87.61627900000000000
201,Indiana Ave & 40th St,41.82168000000000000,-87.62160000000000000
202,Halsted St & 18th St,41.85749900000000000,-87.64627700000000000
203,Western Ave & 21st St,41.85394000000000000,-87.68524300000000000
204,Prairie Ave & Garfield Blvd,41.79510000000000000,-87.61936000000000000
205,Paulina St & 18th St,41.85790100000000000,-87.66874500000000000
206,Halsted St & Archer Ave,41.84720300000000000,-87.64679500000000000
207,Emerald Ave & 28th St,41.84358000000000000,-87.64536800000000000
208,Ashland Ave & 21st St,41.85381000000000000,-87.66589700000000000
209,Normal Ave & Archer Ave,41.84952700000000000,-87.64059100000000000
210,Ashland Ave & Division St,41.90345600000000000,-87.66777000000000000
211,St Clair St & Erie St,41.89444800000000000,-87.62266300000000000
212,Wells St & Ohio St,41.89223800000000000,-87.63398500000000000
213,Leavitt St & North Ave,41.91065200000000000,-87.68240000000000000
214,Damen Ave & Grand Ave,41.89122000000000000,-87.67686000000000000
215,Damen Ave & Madison St,41.88137000000000000,-87.67493000000000000
216,California Ave & Division St,41.90302900000000000,-87.69747400000000000
217,May St & Fulton St,41.88677300000000000,-87.65600100000000000
218,Wells St & 19th St,41.85680200000000000,-87.63387900000000000
219,Damen Ave & Cortland St,41.91602700000000000,-87.67741100000000000
220,Hampden Ct & Diversey Pkwy,41.93262000000000000,-87.64238500000000000
222,Milwaukee Ave & Rockwell St,41.92019500000000000,-87.69303300000000000
223,Clifton Ave & Armitage Ave,41.91821600000000000,-87.65693600000000000
224,Halsted St & Willow St,41.91377800000000000,-87.64884000000000000
225,Halsted St & Dickens Ave,41.91993600000000000,-87.64883000000000000
226,Racine Ave & Belmont Ave,41.93974300000000000,-87.65886500000000000
227,Southport Ave & Waveland Ave,41.94815000000000000,-87.66394000000000000
228,Damen Ave & Melrose Ave,41.94060000000000000,-87.67850000000000000
229,Southport Ave & Roscoe St,41.94373900000000000,-87.66402000000000000
230,Lincoln Ave & Roscoe St,41.94334000000000000,-87.67097000000000000
231,Sheridan Rd & Montrose Ave,41.96167000000000000,-87.65464000000000000
232,Pine Grove Ave & Addison St,41.94783600000000000,-87.64541600000000000
233,Sangamon St & Washington Blvd,41.88300400000000000,-87.65114800000000000
234,Clark St & Montrose Ave,41.96158800000000000,-87.66603600000000000
236,Sedgwick St & Schiller St,41.90757600000000000,-87.63851700000000000
237,Martin Luther King Dr & 29th St,41.84205200000000000,-87.61700000000000000
238,Ravenswood Ave & Montrose Ave,41.96162600000000000,-87.67410100000000000
239,Western Ave & Leland Ave,41.96655500000000000,-87.68848700000000000
240,Sheridan Rd & Irving Park Rd,41.95434000000000000,-87.65460100000000000
241,Morgan St & Polk St,41.87173700000000000,-87.65103000000000000
242,Damen Ave & Leland Ave,41.96709400000000000,-87.67902800000000000
243,Lincoln Ave & Leavitt St,41.96239100000000000,-87.68414600000000000
244,Ravenswood Ave & Irving Park Rd,41.95469000000000000,-87.67393000000000000
245,Clarendon Ave & Junior Ter,41.96100400000000000,-87.64960300000000000
246,Ashland Ave & Belle Plaine Ave,41.95606100000000000,-87.66886900000000000
247,Shore Drive & 55th St,41.79521200000000000,-87.58071500000000000
248,Woodlawn Ave & 55th St,41.79526400000000000,-87.59647100000000000
249,Montrose Harbor,41.96398200000000000,-87.63818100000000000
250,Ashland Ave & Wellington Ave,41.93608300000000000,-87.66980700000000000
251,Clarendon Ave & Leland Ave,41.96796800000000000,-87.65000100000000000
252,Greenwood Ave & 47th St,41.80983500000000000,-87.59938300000000000
253,Clifton Ave & Lawrence Ave,41.96887300000000000,-87.65885700000000000
254,Pine Grove Ave & Irving Park Rd,41.95438300000000000,-87.64804300000000000
255,Indiana Ave & Roosevelt Rd,41.86788800000000000,-87.62304100000000000
256,Broadway & Sheridan Rd,41.95283300000000000,-87.64999300000000000
257,Lincoln Ave & Waveland Ave,41.94911000000000000,-87.67511200000000000
258,Logan Blvd & Elston Ave,41.93058400000000000,-87.68512600000000000
259,California Ave & Francis Pl,41.91855000000000000,-87.69723000000000000
260,Kedzie Ave & Milwaukee Ave,41.92956700000000000,-87.70785700000000000
261,Hermitage Ave & Polk St,41.87151400000000000,-87.66988600000000000
262,Halsted St & 37th St,41.82707100000000000,-87.64580100000000000
263,Rhodes Ave & 32nd St,41.83620800000000000,-87.61353300000000000
264,Stetson Ave & South Water St,41.88686100000000000,-87.62269400000000000
265,Cottage Grove Ave & Oakwood Blvd,41.82298500000000000,-87.60710000000000000
267,Lake Park Ave & 47th St,41.80944300000000000,-87.59187500000000000
268,Lake Shore Dr & North Blvd,41.91172200000000000,-87.62680400000000000
271,Cottage Grove Ave & 43rd St,41.81649900000000000,-87.60658200000000000
272,Indiana Ave & 31st St,41.83884200000000000,-87.62185700000000000
273,Michigan Ave & 18th St,41.85793700000000000,-87.62363300000000000
274,Racine Ave & 15th St,41.86126700000000000,-87.65662500000000000
275,Ashland Ave & 13th St,41.86523400000000000,-87.66650700000000000
276,California Ave & North Ave,41.91044000000000000,-87.69720000000000000
277,Ashland Ave & Grand Ave,41.89107200000000000,-87.66661100000000000
278,Wallace Ave & 35th St,41.83062900000000000,-87.64129000000000000
279,Halsted St & 35th St,41.83066100000000000,-87.64717200000000000
280,Morgan St & 31st St,41.83780000000000000,-87.65114000000000000
281,Western Ave & 24th St,41.84847000000000000,-87.68510900000000000
282,Halsted St & Maxwell St,41.86458000000000000,-87.64693000000000000
283,LaSalle St & Jackson Blvd,41.87817000000000000,-87.63198500000000000
284,Michigan Ave & Jackson Blvd,41.87785000000000000,-87.62408000000000000
285,Wood St & Grand Ave,41.89113000000000000,-87.67203000000000000
286,Franklin St & Quincy St,41.87872400000000000,-87.63479300000000000
287,Franklin St & Arcade Pl,41.88113100000000000,-87.63518500000000000
288,Larrabee St & Armitage Ave,41.91797000000000000,-87.64368000000000000
289,Wells St & Concord Ln,41.91220200000000000,-87.63466400000000000
290,Kedzie Ave & Palmer Ct,41.92152500000000000,-87.70732200000000000
291,Wells St & Evergreen Ave,41.90672400000000000,-87.63483000000000000
292,Southport Ave & Clark St,41.95708100000000000,-87.66419900000000000
293,Broadway & Wilson Ave,41.96528700000000000,-87.65877400000000000
294,Broadway & Berwyn Ave,41.97835300000000000,-87.65975300000000000
295,Broadway & Argyle St,41.97297200000000000,-87.65963700000000000
296,Broadway & Belmont Ave,41.94010600000000000,-87.64545100000000000
297,Paulina St & Montrose Ave,41.96150700000000000,-87.67138700000000000
298,Lincoln Ave & Belle Plaine Ave,41.95592700000000000,-87.67925900000000000
299,Halsted St & Roscoe St,41.94366200000000000,-87.64891700000000000
300,Broadway & Barry Ave,41.93773900000000000,-87.64409400000000000
301,Clark St & Schiller St,41.90799300000000000,-87.63150100000000000
302,Sheffield Ave & Wrightwood Ave,41.92871200000000000,-87.65383300000000000
303,Broadway & Cornelia Ave,41.94551200000000000,-87.64598000000000000
304,Halsted St & Waveland Ave,41.94933300000000000,-87.64963400000000000
305,Western Ave & Division St,41.90289300000000000,-87.68727500000000000
306,Sheridan Rd & Buena Ave,41.95840000000000000,-87.65423000000000000
307,Southport Ave & Clybourn Ave,41.92100400000000000,-87.66325700000000000
308,Seeley Ave & Roscoe St,41.94340300000000000,-87.67961800000000000
309,Leavitt St & Armitage Ave,41.91780500000000000,-87.68243700000000000
310,Damen Ave & Charleston St,41.92008200000000000,-87.67785500000000000
311,Lincoln Ave & Eastwood Ave,41.96583000000000000,-87.68651000000000000
312,Clarendon Ave & Gordon Ter,41.95787900000000000,-87.64951900000000000
313,Lakeview Ave & Fullerton Pkwy,41.92585800000000000,-87.63897300000000000
314,Ravenswood Ave & Berteau Ave,41.95792100000000000,-87.67356700000000000
315,Leavitt St & Hirsch St,41.90671700000000000,-87.68277900000000000
316,Damen Ave & Sunnyside Ave,41.96325000000000000,-87.67925800000000000
317,Wood St & Taylor St,41.86915400000000000,-87.67104500000000000
318,Southport Ave & Irving Park Rd,41.95417700000000000,-87.66435800000000000
319,Greenview Ave & Diversey Pkwy,41.93259500000000000,-87.66593900000000000
320,Loomis St & Lexington St,41.87218700000000000,-87.66150100000000000
321,Wabash Ave & 8th St,41.87196200000000000,-87.62610600000000000
322,Kimbark Ave & 53rd St,41.79956800000000000,-87.59474700000000000
323,Sheridan Rd & Lawrence Ave,41.96951700000000000,-87.65469100000000000
324,Stockton Dr & Wrightwood Ave,41.93132000000000000,-87.63874200000000000
325,Clark St & Winnemac Ave,41.97338500000000000,-87.66836500000000000
326,Clark St & Leland Ave,41.96709600000000000,-87.66742900000000000
327,Sheffield Ave & Webster Ave,41.92168700000000000,-87.65371400000000000
328,Ellis Ave & 58th St,41.78874600000000000,-87.60133400000000000
329,Lake Shore Dr & Diversey Pkwy,41.93268400000000000,-87.63625000000000000
330,Lincoln Ave & Addison St,41.94617600000000000,-87.67330800000000000
331,Halsted St & Blackhawk St,41.90854000000000000,-87.64856800000000000
332,Halsted St & Diversey Pkwy,41.93334100000000000,-87.64874700000000000
333,Ashland Ave & Blackhawk St,41.90706600000000000,-87.66725200000000000
334,Lake Shore Dr & Belmont Ave,41.94077500000000000,-87.63919200000000000
335,Calumet Ave & 35th St,41.83137900000000000,-87.61803400000000000
336,Cottage Grove Ave & 47th St,41.80985500000000000,-87.60675500000000000
337,Clark St & Chicago Ave,41.89654400000000000,-87.63093100000000000
338,Calumet Ave & 18th St,41.85761100000000000,-87.61940700000000000
339,Emerald Ave & 31st St,41.83819800000000000,-87.64514300000000000
340,Clark St & Wrightwood Ave,41.92954600000000000,-87.64311800000000000
341,Adler Planetarium,41.86609500000000000,-87.60726700000000000
342,Wolcott Ave & Polk St,41.87126200000000000,-87.67368800000000000
343,Racine Ave & Wrightwood Ave,41.92888700000000000,-87.65897100000000000
344,Wolcott Ave & Lawrence Ave,41.96864100000000000,-87.67633500000000000
345,Lake Park Ave & 56th St,41.79324200000000000,-87.58778200000000000
346,Ada St & Washington Blvd,41.88283000000000000,-87.66120600000000000
347,Ashland Ave & Grace St,41.95068700000000000,-87.66870000000000000
348,California Ave & 21st St,41.85401600000000000,-87.69544500000000000
349,Halsted St & Wrightwood Ave,41.92914300000000000,-87.64907700000000000
350,Ashland Ave & Chicago Ave,41.89596600000000000,-87.66774700000000000
